&bc
headings_d ='timestep',          'time',          'pf',          'amm',          'nit',                    'frp',                    'no2',                    'salinity',                    'so4',                    'dic',                    'h2s',                    'n2o'
                                    1523,                    1523,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1524,                    1524,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1525,                    1525,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1526,                    1526,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1527,                    1527,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1528,                    1528,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1529,                    1529,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1530,                    1530,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1531,                    1531,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1532,                    1532,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1533,                    1533,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1534,                    1534,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1535,                    1535,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1536,                    1536,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1537,                    1537,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1538,                    1538,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1539,                    1539,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1540,                    1540,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1541,                    1541,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1542,                    1542,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1543,                    1543,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1544,                    1544,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1545,                    1545,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1546,                    1546,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1547,                    1547,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1548,                    1548,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1549,                    1549,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1550,                    1550,                    304,                    37.551,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1551,                    1551,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1552,                    1552,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1553,                    1553,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1554,                    1554,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1555,                    1555,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1556,                    1556,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1557,                    1557,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1558,                    1558,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1559,                    1559,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1560,                    1560,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1561,                    1561,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1562,                    1562,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1563,                    1563,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1564,                    1564,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1565,                    1565,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1566,                    1566,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1567,                    1567,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1568,                    1568,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1569,                    1569,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1570,                    1570,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1571,                    1571,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1572,                    1572,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1573,                    1573,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1574,                    1574,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1575,                    1575,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1576,                    1576,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1577,                    1577,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1578,                    1578,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1579,                    1579,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1580,                    1580,                    305,                    37.971,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1581,                    1581,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1582,                    1582,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1583,                    1583,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1584,                    1584,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1585,                    1585,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1586,                    1586,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1587,                    1587,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1588,                    1588,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1589,                    1589,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1590,                    1590,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1591,                    1591,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1592,                    1592,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1593,                    1593,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1594,                    1594,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1595,                    1595,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1596,                    1596,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1597,                    1597,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1598,                    1598,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1599,                    1599,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1600,                    1600,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1601,                    1601,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1602,                    1602,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1603,                    1603,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1604,                    1604,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1605,                    1605,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1606,                    1606,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1607,                    1607,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1608,                    1608,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1609,                    1609,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1610,                    1610,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1611,                    1611,                    379,                    39.156,                    42,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1612,                    1612,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1613,                    1613,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1614,                    1614,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1615,                    1615,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1616,                    1616,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1617,                    1617,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1618,                    1618,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1619,                    1619,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1620,                    1620,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1621,                    1621,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1622,                    1622,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1623,                    1623,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1624,                    1624,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1625,                    1625,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1626,                    1626,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1627,                    1627,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1628,                    1628,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1629,                    1629,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1630,                    1630,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1631,                    1631,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1632,                    1632,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1633,                    1633,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1634,                    1634,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1635,                    1635,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1636,                    1636,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1637,                    1637,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1638,                    1638,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1639,                    1639,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1640,                    1640,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1641,                    1641,                    410,                    39.72,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1642,                    1642,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1643,                    1643,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1644,                    1644,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1645,                    1645,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1646,                    1646,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1647,                    1647,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1648,                    1648,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1649,                    1649,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1650,                    1650,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1651,                    1651,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1652,                    1652,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1653,                    1653,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1654,                    1654,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1655,                    1655,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1656,                    1656,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1657,                    1657,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1658,                    1658,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
                                    1659,                    1659,                    648,                    41.162,                    41,                    0.105,                    4,                    26000,                    19402,                    3919,                    0,                    0,                    
