&bc
headings_d ='timestep',          'time',          'pf',          'amm',          'nit',                    'frp',                    'no2',                    'salinity',                    'so4',                    'dic',                    'h2s',                    'n2o'
                                    808,                    808,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    809,                    809,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    810,                    810,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    811,                    811,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    812,                    812,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    813,                    813,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    814,                    814,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    815,                    815,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    816,                    816,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    817,                    817,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    818,                    818,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    819,                    819,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    820,                    820,                    386,                    35.064,                    42,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    821,                    821,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    822,                    822,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    823,                    823,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    824,                    824,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    825,                    825,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    826,                    826,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    827,                    827,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    828,                    828,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    829,                    829,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    830,                    830,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    831,                    831,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    832,                    832,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    833,                    833,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    834,                    834,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    835,                    835,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    836,                    836,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    837,                    837,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    838,                    838,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    839,                    839,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    840,                    840,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    841,                    841,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    842,                    842,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    843,                    843,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    844,                    844,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    845,                    845,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    846,                    846,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    847,                    847,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    848,                    848,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    849,                    849,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    850,                    850,                    396,                    34.373,                    43,                    0.079,                    4,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    851,                    851,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    852,                    852,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    853,                    853,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    854,                    854,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    855,                    855,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    856,                    856,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    857,                    857,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    858,                    858,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    859,                    859,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    860,                    860,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    861,                    861,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    862,                    862,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    863,                    863,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    864,                    864,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    865,                    865,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    866,                    866,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    867,                    867,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    868,                    868,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    869,                    869,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    870,                    870,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    871,                    871,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    872,                    872,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    873,                    873,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    874,                    874,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    875,                    875,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    876,                    876,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    877,                    877,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    878,                    878,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    879,                    879,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    880,                    880,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    881,                    881,                    529,                    31.74,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    882,                    882,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    883,                    883,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    884,                    884,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    885,                    885,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    886,                    886,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    887,                    887,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    888,                    888,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    889,                    889,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    890,                    890,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    891,                    891,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    892,                    892,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    893,                    893,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    894,                    894,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    895,                    895,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    896,                    896,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    897,                    897,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    898,                    898,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    899,                    899,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    900,                    900,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    901,                    901,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    902,                    902,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    903,                    903,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    904,                    904,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    905,                    905,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    906,                    906,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    907,                    907,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    908,                    908,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    909,                    909,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    910,                    910,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    911,                    911,                    585,                    30.612,                    46,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    912,                    912,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    913,                    913,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    914,                    914,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    915,                    915,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    916,                    916,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    917,                    917,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    918,                    918,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    919,                    919,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    920,                    920,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    921,                    921,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    922,                    922,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    923,                    923,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    924,                    924,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    925,                    925,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    926,                    926,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    927,                    927,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    928,                    928,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    929,                    929,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    930,                    930,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    931,                    931,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    932,                    932,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    933,                    933,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    934,                    934,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    935,                    935,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    936,                    936,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    937,                    937,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    938,                    938,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    939,                    939,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    940,                    940,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    941,                    941,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    942,                    942,                    1008,                    27.378,                    49,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    943,                    943,                    832,                    28.467,                    47,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    944,                    944,                    832,                    28.467,                    47,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
                                    945,                    945,                    832,                    28.467,                    47,                    0.079,                    5,                    28000,                    22302,                    3955,                    0,                    0,                    
